Program Name,State Name,District Name,Started,In-Progress,Submitted
Vidyaa Pravesham,Andhra Pradesh,N.T.R,200,51,761
Vidyaa Pravesham,Andhra Pradesh,Parvathipuram Manyam,311,57,1137
Vidyaa Pravesham,Andhra Pradesh,Tirupati,330,80,915
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Unnao,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Agra,3,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Baghpat,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Pratapgarh,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Varanasi,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Lucknow,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Banda,2,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Mirzapur,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Ayodhya(Faizabad),1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Deoria,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Bareilly,0,1,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Lakhimpur Kheri,2,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Sidharthnagar,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Hathras,2,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Sultanpur,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Jalaun,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Prayagraj(Allahabad),0,0,1
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Kanpur Dehat,1,1,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Etah,2,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Etawah,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Kushinagar,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Pilibhit,1,0,0
"अभिभावक-अध्यापक बैठक - शिक्षा, स्वच्छता और समुदाय (Quarter 3)",Uttar Pradesh,Ambedkar Nagar,1,0,0
आप धीमे हैं और कन्नड़ में फ़ॉन्ट की जांच कर रहे हैं।,Tripura,North Tripura,0,0,1
आप धीमे हैं और कन्नड़ में फ़ॉन्ट की जांच कर रहे हैं।,Tripura,Dhalai,3,0,6
आप धीमे हैं और कन्नड़ में फ़ॉन्ट की जांच कर रहे हैं।,Tripura,Gomati,0,0,7
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Bijnor,4,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Lucknow,2,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Etawah,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Barabanki,1,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Ayodhya(Faizabad),3,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Balrampur,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Gonda,0,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Gautam Budh Nagar,0,0,1
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Sant Ravidas Nagar,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Jaunpur,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Kannauj,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Pilibhit,3,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Pratapgarh,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Firozabad,5,0,1
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Kasganj,1,0,1
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Farrukhabad,3,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Ballia,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Behraich,4,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Basti,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Gorakhpur,3,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Jalaun,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Amethi,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Agra,2,0,3
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Moradabad,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Kanpur Dehat,1,2,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Prayagraj(Allahabad),1,0,2
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Ghazipur,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Hamirpur,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Bareilly,0,0,1
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Sonbhadra,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Mau,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Hardoi,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Hapur,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Etah,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Maharajganj,1,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Bulandshahar,3,0,1
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Aligarh,3,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Baghpat,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Sitapur,3,0,1
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Unnao,4,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Fatehpur,3,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Mathura,0,1,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Mirzapur,2,0,0
थीम आधारित अभिभावक अध्यापक बैठक  - UP,Uttar Pradesh,Rampur,1,0,0
धीमी गति का परीक्षण।,Tripura,Unakoti,1,0,0
धीमी गति का परीक्षण।,Tripura,Dhalai,2,0,1
धीमी गति का परीक्षण।,Tripura,South Tripura,1,0,0
धीमी गति का परीक्षण।,Tripura,Gomati,1,0,2
धीमी गति का परीक्षण।,Tripura,Khowai,0,0,1
धीमी गति का परीक्षण।,Tripura,North Tripura,2,0,0
BH_DIET_Sheohar_MIP_2025-26,Bihar,Sheohar,2,0,4
BR_DIET_Madhubani_MIP_चलो समझ के साथ पढ़ना सीखें,Bihar,Madhubani,4,0,1
BH_DIET_Munger_MIP_2025-26,Bihar,Munger,4,0,0
BR_DIET_GOPALGANJ_MIP_ घटाव की दुनिया,Bihar,Gopalganj,1,0,0
આપણો ખજાનો,Gujarat,Bhavnagar,10,0,1
આપણો ખજાનો,Gujarat,Mahesana,32,1,49
આપણો ખજાનો,Gujarat,Ahmedabad,16,2,3
આપણો ખજાનો,Gujarat,Banaskantha,15,0,10
આપણો ખજાનો,Gujarat,Sabar Kantha,2,0,1
આપણો ખજાનો,Gujarat,Jamnagar,4,0,4
આપણો ખજાનો,Gujarat,Morbi,10,1,6
આપણો ખજાનો,Gujarat,Vadodara,8,0,4
આપણો ખજાનો,Gujarat,Kachchh,7,2,16
આપણો ખજાનો,Gujarat,Botad,6,1,2
આપણો ખજાનો,Gujarat,Junagadh,6,0,10
આપણો ખજાનો,Gujarat,Valsad,6,1,5
આપણો ખજાનો,Gujarat,Rajkot,3,0,5
આપણો ખજાનો,Gujarat,Amreli,4,0,10
આપણો ખજાનો,Gujarat,Devbhoomi Dwarka,2,0,0
આપણો ખજાનો,Gujarat,Anand,4,1,9
આપણો ખજાનો,Gujarat,Kheda,8,1,6
આપણો ખજાનો,Gujarat,Surat,22,0,16
આપણો ખજાનો,Gujarat,Navsari,23,1,27
આપણો ખજાનો,Gujarat,Bharuch,5,2,8
આપણો ખજાનો,Gujarat,Narmada,3,0,0
આપણો ખજાનો,Gujarat,Patan,4,0,4
આપણો ખજાનો,Gujarat,Chhotaudepur,2,0,5
આપણો ખજાનો,Gujarat,Surendranagar,7,0,5
આપણો ખજાનો,Gujarat,Aravalli,4,0,1
આપણો ખજાનો,Gujarat,Porbandar,1,0,3
આપણો ખજાનો,Gujarat,Panch Mahals,2,0,5
આપણો ખજાનો,Gujarat,The Dangs,1,0,5
આપણો ખજાનો,Gujarat,Gir Somnath,1,0,2
આપણો ખજાનો,Gujarat,Tapi,8,0,10
આપણો ખજાનો,Gujarat,Dohad,4,0,2
આપણો ખજાનો,Gujarat,Gandhinagar,7,0,7
આપણો ખજાનો,Gujarat,Mahisagar,1,0,0
పిల్లల కోసం PTM,Telangana,Bhadradri Kothagudem,10,0,31
పిల్లల కోసం PTM,Telangana,Rangareddy,19,1,21
పిల్లల కోసం PTM,Telangana,Nizamabad,1,0,0
పిల్లల కోసం PTM,Telangana,Yadadri Bhuvanagiri,12,4,19
పిల్లల కోసం PTM,Telangana,Suryapet,0,0,1
పిల్లల కోసం PTM,Telangana,Hanumakonda,1,0,0
పిల్లల కోసం PTM,Telangana,Nalgonda,1,0,0
పిల్లల కోసం PTM,Telangana,Jagtial,1,0,1
పిల్లల కోసం PTM,Telangana,Khammam,1,0,0
పిల్లల కోసం PTM,Telangana,Mahabubabad,2,0,0
పిల్లల కోసం PTM,Telangana,Adilabad,1,0,0
పిల్లల కోసం PTM,Telangana,Warangal,1,0,0
పిల్లల కోసం PTM,Telangana,Hyderabad,2,0,1
పిల్లల కోసం PTM - April,Telangana,Bhadradri Kothagudem,7,2,14
పిల్లల కోసం PTM - April,Telangana,Yadadri Bhuvanagiri,2,0,14
పిల్లల కోసం PTM - April,Telangana,Adilabad,2,0,0
పిల్లల కోసం PTM - April,Telangana,Rangareddy,6,2,8
పిల్లల కోసం PTM - April,Telangana,Warangal,1,0,0
పిల్లల కోసం PTM - April,Telangana,Narayanapet,1,0,0
పిల్లల కోసం PTM - April,Telangana,Jagtial,1,0,0
పిల్లల కోసం PTM - March,Telangana,Vikarabad,1,0,0
పిల్లల కోసం PTM - March,Telangana,Siddipet,1,0,0
పిల్లల కోసం PTM - March,Telangana,Bhadradri Kothagudem,9,1,20
పిల్లల కోసం PTM - March,Telangana,Nalgonda,1,0,0
పిల్లల కోసం PTM - March,Telangana,Jagtial,1,0,0
పిల్లల కోసం PTM - March,Telangana,Rangareddy,15,1,14
పిల్లల కోసం PTM - March,Telangana,Warangal,1,0,0
పిల్లల కోసం PTM - March,Telangana,Yadadri Bhuvanagiri,4,0,17
పిల్లల కోసం PTM - March,Telangana,Sangareddy,1,0,0
పిల్లల కోసం PTM - March,Telangana,Hyderabad,4,0,0
పిల్లల కోసం PTM - March,Telangana,Nirmal,1,0,0
పిల్లల కోసం PTM - March,Telangana,Hanumakonda,2,0,0
పిల్లల కోసం PTM - March,Telangana,Medak,1,0,0
పిల్లల కోసం PTM - March,Telangana,Adilabad,4,0,0
పిల్లల కోసం PTM - March,Telangana,Mahabubabad,3,0,0
పిల్లల కోసం PTM January 2024,Telangana,Rangareddy,1,0,0
పిల్లల కోసం PTM January 2024,Telangana,Peddapalli,2,0,0
పిల్లల కోసం PTM January 2024,Telangana,Yadadri Bhuvanagiri,1,0,0
పిల్లల కోసం PTM January 2024,Telangana,Bhadradri Kothagudem,1,0,0
పిల్లల కోసం PTM January 2024,Telangana,Adilabad,1,0,0
పిల్లల కోసం PTM January 2024,Telangana,Jagtial,1,0,0
పిల్లల కోసం PTM January 2024,Telangana,Hyderabad,1,0,0
ಆಪ್ ನಿಧಾನವಾಗಿರುವುದು ಮತ್ತು ಕನ್ನಡದಲ್ಲಿ ಅಕ್ಷರಶೈಲಿಗಳನ್ನು ಪರೀಕ್ಷಿಸಲಾಗುತ್ತಿದೆ.,Tripura,Gomati,0,0,3
ಆಪ್ ನಿಧಾನವಾಗಿರುವುದು ಮತ್ತು ಕನ್ನಡದಲ್ಲಿ ಅಕ್ಷರಶೈಲಿಗಳನ್ನು ಪರೀಕ್ಷಿಸಲಾಗುತ್ತಿದೆ.,Tripura,Dhalai,1,0,0
