Program Name,State Name,District Name,Started,In-Progress,Submitted
STEM_मंच-3 Mathematics,Haryana,Karnal,23,0,47
STEM_मंच-3 Mathematics,Haryana,Yamunanagar,4,0,6
STEM_मंच-3 Mathematics,Haryana,Kurukshetra,26,0,61
STEM_मंच-3 Mathematics,Haryana,Mahendergarh,22,0,34
STEM_मंच-3 Mathematics,Haryana,Sonepat,13,1,78
STEM_मंच-3 Science,Haryana,Kurukshetra,21,0,78
STEM_मंच-3 Science,Haryana,Jind,54,2,108
STEM_मंच-3 Science,Haryana,Faridabad,13,0,15
STEM_मंच-3 Science,Haryana,Sirsa,53,1,216
STEM_मंच-3 Science,Haryana,Palwal,16,0,18
STEM_मंच-3 Science,Haryana,Ambala,42,1,131
STEM_मंच-3 Science,Haryana,Sonepat,45,0,141
STEM_मंच-3 Science,Haryana,Panipat,27,1,60
STEM_मंच-3 Science,Haryana,Gurugram,9,1,19
STEM_मंच-3 Science,Haryana,Jhajjar,27,0,79
STEM_मंच-3 Science,Haryana,Charkhi Dadri,6,0,2
STEM_मंच-3 Science,Haryana,Nuh,60,1,497
STEM_मंच-3 Science,Haryana,Rewari,23,1,34
STEM_मंच-3 Science,Haryana,Karnal,26,0,66
STEM_मंच-3 Science,Haryana,Bhiwani,41,4,65
STEM_मंच-3 Science,Haryana,Rohtak,20,0,66
STEM_मंच-3 Science,Haryana,Hisar,74,1,204
STEM_मंच-3 Science,Haryana,Mahendergarh,45,0,67
STEM_मंच-3 Science,Haryana,Fatehabad,66,0,319
STEM_मंच-3 Science,Haryana,Yamunanagar,5,0,10
STEM_मंच-3 Science,Haryana,Kaithal,26,0,38
STEM_मंच-3 Science,Haryana,Panchkula,45,0,83
STEM_मंच-4 Mathematics,Haryana,Charkhi Dadri,1,0,4
STEM_मंच-4 Mathematics,Haryana,Kaithal,18,0,25
STEM_मंच-4 Mathematics,Haryana,Panipat,17,0,48
STEM_मंच-4 Mathematics,Haryana,Yamunanagar,6,1,3
STEM_मंच-4 Mathematics,Haryana,Fatehabad,54,0,253
STEM_मंच-4 Mathematics,Haryana,Sonepat,16,0,75
STEM_मंच-4 Mathematics,Haryana,Karnal,15,2,49
STEM_मंच-4 Mathematics,Haryana,Mahendergarh,22,0,28
STEM_मंच-4 Mathematics,Haryana,Faridabad,1,0,5
STEM_मंच-4 Mathematics,Haryana,Jhajjar,18,0,55
STEM_मंच-4 Mathematics,Haryana,Rohtak,7,0,33
STEM_मंच-4 Mathematics,Haryana,Jind,25,1,67
STEM_मंच-4 Mathematics,Haryana,Kurukshetra,23,0,57
STEM_मंच-4 Mathematics,Haryana,Rewari,16,1,20
STEM_मंच-4 Mathematics,Haryana,Nuh,40,2,262
STEM_मंच-4 Mathematics,Haryana,Ambala,36,0,76
STEM_मंच-4 Mathematics,Haryana,Sirsa,51,0,132
STEM_मंच-4 Mathematics,Haryana,Panchkula,11,0,51
STEM_मंच-4 Mathematics,Haryana,Hisar,35,2,95
STEM_मंच-4 Mathematics,Haryana,Bhiwani,27,1,51
STEM_मंच-4 Mathematics,Haryana,Gurugram,7,3,9
STEM_मंच-4 Mathematics,Haryana,Palwal,13,1,11
STEM_मंच-4 Science,Haryana,Sonepat,43,1,132
STEM_मंच-4 Science,Haryana,Karnal,16,1,77
STEM_मंच-4 Science,Haryana,Palwal,17,0,13
STEM_मंच-4 Science,Haryana,Bhiwani,52,1,75
STEM_मंच-4 Science,Haryana,Faridabad,16,1,6
STEM_मंच-4 Science,Haryana,Rohtak,19,1,60
STEM_मंच-4 Science,Haryana,Gurugram,17,0,29
STEM_मंच-4 Science,Haryana,Sirsa,88,1,190
STEM_मंच-4 Science,Haryana,Hisar,75,0,167
STEM_मंच-4 Science,Haryana,Kurukshetra,45,1,75
STEM_मंच-4 Science,Haryana,Jhajjar,31,0,82
STEM_मंच-4 Science,Haryana,Rewari,33,1,57
STEM_मंच-4 Science,Haryana,Fatehabad,79,1,305
STEM_मंच-4 Science,Haryana,Panchkula,38,2,70
STEM_मंच-4 Science,Haryana,Yamunanagar,6,0,13
STEM_मंच-4 Science,Haryana,Kaithal,23,0,61
STEM_मंच-4 Science,Haryana,Nuh,89,2,474
STEM_मंच-4 Science,Haryana,Mahendergarh,53,1,39
STEM_मंच-4 Science,Haryana,Ambala,56,2,120
STEM_मंच-4 Science,Haryana,Charkhi Dadri,5,0,12
STEM_मंच-4 Science,Haryana,Jind,59,5,123
STEM_मंच-4 Science,Haryana,Panipat,38,3,64
STEM_मंच-5 Mathematics,Haryana,Mahendergarh,19,0,28
STEM_मंच-5 Mathematics,Haryana,Gurugram,8,2,15
STEM_मंच-5 Mathematics,Haryana,Panipat,18,1,42
STEM_मंच-5 Mathematics,Haryana,Rohtak,14,0,24
STEM_मंच-5 Mathematics,Haryana,Jhajjar,17,1,42
STEM_मंच-5 Mathematics,Haryana,Charkhi Dadri,4,0,11
STEM_मंच-5 Mathematics,Haryana,Kaithal,16,0,32
STEM_मंच-5 Mathematics,Haryana,Kurukshetra,30,0,49
STEM_मंच-5 Mathematics,Haryana,Rewari,19,0,36
STEM_मंच-5 Mathematics,Haryana,Panchkula,23,0,49
STEM_मंच-5 Mathematics,Haryana,Bhiwani,32,1,75
STEM_मंच-5 Mathematics,Haryana,Fatehabad,52,0,228
STEM_मंच-5 Mathematics,Haryana,Jind,22,0,69
STEM_मंच-5 Mathematics,Haryana,Karnal,15,1,40
STEM_मंच-5 Mathematics,Haryana,Yamunanagar,6,0,4
STEM_मंच-5 Mathematics,Haryana,Ambala,39,1,63
STEM_मंच-5 Mathematics,Haryana,Sonepat,25,0,58
STEM_मंच-5 Mathematics,Haryana,Hisar,35,0,93
STEM_मंच-5 Mathematics,Haryana,Nuh,36,3,251
STEM_मंच-5 Mathematics,Haryana,Sirsa,56,2,149
STEM_मंच-5 Mathematics,Haryana,Palwal,5,0,9
STEM_मंच-5 Mathematics,Haryana,Faridabad,4,0,3
STEM_मंच-5 Science,Haryana,Faridabad,4,0,9
STEM_मंच-5 Science,Haryana,Sonepat,38,0,94
STEM_मंच-5 Science,Haryana,Karnal,25,0,55
STEM_मंच-5 Science,Haryana,Ambala,38,1,98
STEM_मंच-5 Science,Haryana,Palwal,10,0,10
STEM_मंच-5 Science,Haryana,Bhiwani,35,2,106
STEM_मंच-5 Science,Haryana,Jind,39,1,80
STEM_मंच-5 Science,Haryana,Panipat,19,0,52
STEM_मंच-5 Science,Haryana,Sirsa,49,0,201
STEM_मंच-5 Science,Haryana,Panchkula,29,0,68
STEM_मंच-5 Science,Haryana,Mahendergarh,32,1,46
STEM_मंच-5 Science,Haryana,Nuh,45,0,418
STEM_मंच-5 Science,Haryana,Kaithal,16,2,52
STEM_मंच-5 Science,Haryana,Hisar,54,2,140
STEM_मंच-5 Science,Haryana,Yamunanagar,5,0,6
STEM_मंच-5 Science,Haryana,Gurugram,14,1,18
STEM_मंच-5 Science,Haryana,Charkhi Dadri,9,0,7
STEM_मंच-5 Science,Haryana,Fatehabad,45,0,287
STEM_मंच-5 Science,Haryana,Jhajjar,15,0,64
STEM_मंच-5 Science,Haryana,Rewari,20,1,54
STEM_मंच-5 Science,Haryana,Rohtak,11,0,43
STEM_मंच-5 Science,Haryana,Kurukshetra,29,0,46
STEM_मंच-6 Mathematics,Haryana,Hisar,59,0,69
STEM_मंच-6 Mathematics,Haryana,Jind,36,0,60
STEM_मंच-6 Mathematics,Haryana,Panchkula,24,0,37
STEM_मंच-6 Mathematics,Haryana,Fatehabad,87,1,134
STEM_मंच-6 Mathematics,Haryana,Panipat,24,0,32
STEM_मंच-6 Mathematics,Haryana,Rewari,23,2,26
STEM_मंच-6 Mathematics,Haryana,Yamunanagar,10,0,4
STEM_मंच-6 Mathematics,Haryana,Charkhi Dadri,4,0,4
STEM_मंच-6 Mathematics,Haryana,Karnal,9,0,42
STEM_मंच-6 Mathematics,Haryana,Ambala,46,1,66
STEM_मंच-6 Mathematics,Haryana,Kaithal,13,0,27
STEM_मंच-6 Mathematics,Haryana,Sonepat,17,0,53
STEM_मंच-6 Mathematics,Haryana,Kurukshetra,34,1,24
STEM_मंच-6 Mathematics,Haryana,Palwal,4,0,3
STEM_मंच-6 Mathematics,Haryana,Mahendergarh,23,2,25
STEM_मंच-6 Mathematics,Haryana,Bhiwani,36,0,64
STEM_मंच-6 Mathematics,Haryana,Jhajjar,19,1,19
STEM_मंच-6 Mathematics,Haryana,Nuh,51,3,230
STEM_मंच-6 Mathematics,Haryana,Sirsa,72,1,110
STEM_मंच-6 Mathematics,Haryana,Rohtak,20,0,12
STEM_मंच-6 Mathematics,Haryana,Gurugram,8,1,7
STEM_मंच-6 Mathematics,Haryana,Faridabad,7,0,3
STEM_मंच-6 Science,Haryana,Sonepat,29,0,71
STEM_मंच-6 Science,Haryana,Gurugram,20,2,9
STEM_मंच-6 Science,Haryana,Rewari,34,0,39
STEM_मंच-6 Science,Haryana,Palwal,3,0,8
STEM_मंच-6 Science,Haryana,Kurukshetra,35,0,32
STEM_मंच-6 Science,Haryana,Mahendergarh,39,0,40
STEM_मंच-6 Science,Haryana,Fatehabad,72,0,206
STEM_मंच-6 Science,Haryana,Kaithal,31,2,43
STEM_मंच-6 Science,Haryana,Bhiwani,40,1,100
STEM_मंच-6 Science,Haryana,Karnal,19,0,42
STEM_मंच-6 Science,Haryana,Jind,59,1,76
STEM_मंच-6 Science,Haryana,Faridabad,12,1,8
STEM_मंच-6 Science,Haryana,Jhajjar,22,0,32
STEM_मंच-6 Science,Haryana,Rohtak,30,2,17
STEM_मंच-6 Science,Haryana,Panipat,24,0,37
STEM_मंच-6 Science,Haryana,Nuh,78,0,428
STEM_मंच-6 Science,Haryana,Yamunanagar,7,1,6
STEM_मंच-6 Science,Haryana,Panchkula,31,0,36
STEM_मंच-6 Science,Haryana,Charkhi Dadri,5,1,7
STEM_मंच-6 Science,Haryana,Hisar,69,0,114
STEM_मंच-6 Science,Haryana,Ambala,46,0,77
STEM_मंच-6 Science,Haryana,Sirsa,78,3,184
STEMमंच-Maths,Haryana,Gurugram,12,3,20
STEMमंच-Maths,Haryana,Faridabad,8,0,1
STEMमंच-Maths,Haryana,Panipat,45,1,65
STEMमंच-Maths,Haryana,Rewari,25,1,26
STEMमंच-Maths,Haryana,Jhajjar,59,3,131
STEMमंच-Maths,Haryana,Ambala,86,6,160
STEMमंच-Maths,Haryana,Sirsa,96,1,207
STEMमंच-Maths,Haryana,Palwal,18,0,11
STEMमंच-Maths,Haryana,Nuh,100,3,275
STEMमंच-Maths,Haryana,Fatehabad,177,3,364
STEMमंच-Maths,Haryana,Mahendergarh,57,2,64
STEMमंच-Maths,Haryana,Yamunanagar,14,0,9
STEMमंच-Maths,Haryana,Panchkula,52,0,120
STEMमंच-Maths,Haryana,Rohtak,29,0,46
STEMमंच-Maths,Haryana,Bhiwani,42,1,46
STEMमंच-Maths,Haryana,Jind,58,8,88
STEMमंच-Maths,Haryana,Karnal,72,5,79
STEMमंच-Maths,Haryana,Charkhi Dadri,24,0,2
STEMमंच-Maths,Haryana,Kurukshetra,95,2,180
STEMमंच-Maths,Haryana,Sonepat,93,3,161
STEMमंच-Maths,Haryana,Kaithal,56,7,77
STEMमंच-Maths,Haryana,Hisar,136,5,209
STEMमंच-Science,Haryana,Kurukshetra,92,5,226
STEMमंच-Science,Haryana,Bhiwani,36,0,69
STEMमंच-Science,Haryana,Jhajjar,98,1,145
STEMमंच-Science,Haryana,Mahendergarh,62,5,92
STEMमंच-Science,Haryana,Sirsa,134,2,300
STEMमंच-Science,Haryana,Faridabad,18,0,3
STEMमंच-Science,Haryana,Charkhi Dadri,20,0,6
STEMमंच-Science,Haryana,Rohtak,47,0,88
STEMमंच-Science,Haryana,Rewari,33,0,40
STEMमंच-Science,Haryana,Palwal,14,0,11
STEMमंच-Science,Haryana,Jind,86,3,160
STEMमंच-Science,Haryana,Panchkula,80,2,131
STEMमंच-Science,Haryana,Karnal,76,8,133
STEMमंच-Science,Haryana,Kaithal,85,2,117
STEMमंच-Science,Haryana,Yamunanagar,27,0,9
STEMमंच-Science,Haryana,Gurugram,27,4,33
STEMमंच-Science,Haryana,Nuh,150,1,579
STEMमंच-Science,Haryana,Ambala,96,5,216
STEMमंच-Science,Haryana,Sonepat,116,3,277
STEMमंच-Science,Haryana,Fatehabad,215,1,503
STEMमंच-Science,Haryana,Panipat,60,2,96
STEMमंच-Science,Haryana,Hisar,197,4,311
Teating DIET Saran_DEP_Year 1,Tripura,Dhalai,0,0,6
Tech Skill Club-Digital Mela,Haryana,Jind,12,1,41
Tech Skill Club-Digital Mela,Haryana,Fatehabad,10,1,47
Tech Skill Club-Digital Mela,Haryana,Yamunanagar,5,2,28
Tech Skill Club-Digital Mela,Haryana,Rewari,8,0,37
Tech Skill Club-Digital Mela,Haryana,Rohtak,5,1,43
Tech Skill Club-Digital Mela,Haryana,Panchkula,7,0,35
Tech Skill Club-Digital Mela,Haryana,Kaithal,12,3,42
Tech Skill Club-Digital Mela,Haryana,Nuh,10,0,39
Tech Skill Club-Digital Mela,Haryana,Ambala,7,3,45
Tech Skill Club-Digital Mela,Haryana,Mahendergarh,18,4,54
Tech Skill Club-Digital Mela,Haryana,Gurugram,9,0,48
Tech Skill Club-Digital Mela,Haryana,Jhajjar,10,1,33
Tech Skill Club-Digital Mela,Haryana,Panipat,6,2,34
Tech Skill Club-Digital Mela,Haryana,Bhiwani,14,2,37
Tech Skill Club-Digital Mela,Haryana,Hisar,20,2,96
Tech Skill Club-Digital Mela,Haryana,Sirsa,9,0,72
Tech Skill Club-Digital Mela,Haryana,Faridabad,1,0,3
Tech Skill Club-Digital Mela,Haryana,Palwal,2,0,13
Tech Skill Club-Digital Mela,Haryana,Sonepat,9,3,79
Tech Skill Club-Digital Mela,Haryana,Kurukshetra,11,1,31
Tech Skill Club-Digital Mela,Haryana,Charkhi Dadri,0,0,5
Tech Skill Club-Digital Mela,Haryana,Karnal,9,0,48
Tech Skill Club-Smart Learn,Haryana,Ambala,27,1,36
Tech Skill Club-Smart Learn,Haryana,Kaithal,10,0,59
Tech Skill Club-Smart Learn,Haryana,Charkhi Dadri,7,0,3
Tech Skill Club-Smart Learn,Haryana,Rohtak,15,0,55
Tech Skill Club-Smart Learn,Haryana,Sonepat,35,1,105
Tech Skill Club-Smart Learn,Haryana,Sirsa,18,0,73
Tech Skill Club-Smart Learn,Haryana,Jind,16,0,98
Tech Skill Club-Smart Learn,Haryana,Kurukshetra,18,1,29
Tech Skill Club-Smart Learn,Haryana,Panchkula,9,0,30
Tech Skill Club-Smart Learn,Haryana,Faridabad,14,2,14
Tech Skill Club-Smart Learn,Haryana,Bhiwani,14,0,33
Tech Skill Club-Smart Learn,Haryana,Jhajjar,15,1,27
Tech Skill Club-Smart Learn,Haryana,Mahendergarh,16,1,67
Tech Skill Club-Smart Learn,Haryana,Hisar,34,1,123
Tech Skill Club-Smart Learn,Haryana,Rewari,1,0,58
Tech Skill Club-Smart Learn,Haryana,Fatehabad,18,1,37
Tech Skill Club-Smart Learn,Haryana,Karnal,11,0,41
Tech Skill Club-Smart Learn,Haryana,Panipat,27,2,67
Tech Skill Club-Smart Learn,Haryana,Gurugram,13,1,31
Tech Skill Club-Smart Learn,Haryana,Palwal,12,0,19
Tech Skill Club-Smart Learn,Haryana,Yamunanagar,9,2,47
Tech Skill Club-Smart Learn,Haryana,Nuh,13,1,58
UP SLDP,Uttar Pradesh,Hapur,12,0,3
UP SLDP,Uttar Pradesh,Gonda,11,0,0
UP SLDP,Uttar Pradesh,Kannauj,14,1,2
UP SLDP,Uttar Pradesh,Sitapur,79,4,4
UP SLDP,Uttar Pradesh,Ballia,15,1,3
UP SLDP,Uttar Pradesh,Shravasti,11,1,1
UP SLDP,Uttar Pradesh,Kaushambi,15,1,3
UP SLDP,Uttar Pradesh,Sonbhadra,18,1,1
UP SLDP,Uttar Pradesh,Sultanpur,8,2,1
UP SLDP,Uttar Pradesh,Shahjahanpur,12,0,3
UP SLDP,Uttar Pradesh,Prayagraj(Allahabad),26,2,4
UP SLDP,Uttar Pradesh,Auraiya,11,0,0
UP SLDP,Uttar Pradesh,Kanpur Dehat,30,0,2
UP SLDP,Uttar Pradesh,Kasganj,18,0,2
UP SLDP,Uttar Pradesh,Deoria,15,1,0
UP SLDP,Uttar Pradesh,Badaun,11,2,1
UP SLDP,Uttar Pradesh,Behraich,16,2,0
UP SLDP,Uttar Pradesh,Mathura,6,0,1
UP SLDP,Uttar Pradesh,Bulandshahar,7,0,1
UP SLDP,Uttar Pradesh,Rampur,9,0,2
UP SLDP,Uttar Pradesh,Etawah,14,0,2
UP SLDP,Uttar Pradesh,Pratapgarh,19,0,2
UP SLDP,Uttar Pradesh,Muzaffarnagar,12,1,0
UP SLDP,Uttar Pradesh,Jaunpur,16,2,3
UP SLDP,Uttar Pradesh,Basti,20,1,1
UP SLDP,Uttar Pradesh,Maharajganj,10,0,0
UP SLDP,Uttar Pradesh,Lalitpur,6,1,0
UP SLDP,Uttar Pradesh,Aligarh,69,7,8
UP SLDP,Uttar Pradesh,Banda,11,0,0
UP SLDP,Uttar Pradesh,Baghpat,7,0,5
UP SLDP,Uttar Pradesh,Shamli,32,1,1
UP SLDP,Uttar Pradesh,Bareilly,40,5,3
UP SLDP,Uttar Pradesh,Raebareli,34,2,0
UP SLDP,Uttar Pradesh,Saharanpur,27,1,3
UP SLDP,Uttar Pradesh,Ambedkar Nagar,18,1,0
UP SLDP,Uttar Pradesh,Varanasi,58,12,46
UP SLDP,Uttar Pradesh,Chandauli,10,1,1
UP SLDP,Uttar Pradesh,Amroha,8,1,2
UP SLDP,Uttar Pradesh,Mainpuri,3,0,0
UP SLDP,Uttar Pradesh,Mirzapur,27,0,0
UP SLDP,Uttar Pradesh,Fatehpur,66,6,9
UP SLDP,Uttar Pradesh,Bijnor,27,0,3
UP SLDP,Uttar Pradesh,Barabanki,25,3,2
UP SLDP,Uttar Pradesh,Ayodhya(Faizabad),14,2,3
UP SLDP,Uttar Pradesh,Jhansi,15,0,0
UP SLDP,Uttar Pradesh,Kushinagar,17,0,2
UP SLDP,Uttar Pradesh,Pilibhit,40,2,5
UP SLDP,Uttar Pradesh,Hathras,11,2,0
UP SLDP,Uttar Pradesh,Gautam Budh Nagar,7,0,2
UP SLDP,Uttar Pradesh,Amethi,13,2,2
UP SLDP,Uttar Pradesh,Hardoi,15,0,0
UP SLDP,Uttar Pradesh,Sambhal,4,0,1
UP SLDP,Uttar Pradesh,Hamirpur,9,2,2
UP SLDP,Uttar Pradesh,Mau,7,0,1
UP SLDP,Uttar Pradesh,Sant Kabir Nagar,12,0,1
UP SLDP,Uttar Pradesh,Gorakhpur,28,1,1
UP SLDP,Uttar Pradesh,Chitrakoot,13,1,1
UP SLDP,Uttar Pradesh,Agra,50,8,3
UP SLDP,Uttar Pradesh,Farrukhabad,16,2,1
UP SLDP,Uttar Pradesh,Ghaziabad,3,2,1
UP SLDP,Uttar Pradesh,Balrampur,11,3,0
UP SLDP,Uttar Pradesh,Etah,15,1,0
UP SLDP,Uttar Pradesh,Meerut,17,1,2
UP SLDP,Uttar Pradesh,Lakhimpur Kheri,15,0,0
UP SLDP,Uttar Pradesh,Sant Ravidas Nagar,10,1,2
UP SLDP,Uttar Pradesh,Unnao,35,5,11
UP SLDP,Uttar Pradesh,Kanpur Nagar,23,1,1
UP SLDP,Uttar Pradesh,Ghazipur,31,0,1
UP SLDP,Uttar Pradesh,Sidharthnagar,13,0,1
UP SLDP,Uttar Pradesh,Lucknow,67,0,2
UP SLDP,Uttar Pradesh,Mahoba,3,1,0
UP SLDP,Uttar Pradesh,Jalaun,9,0,1
UP SLDP,Uttar Pradesh,Moradabad,9,2,2
UP SLDP,Uttar Pradesh,Azamgarh,18,1,0
UP SLDP,Uttar Pradesh,Firozabad,10,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Gautam Budh Nagar,15,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Rampur,7,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Kaushambi,19,0,2
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Gorakhpur,13,3,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Pilibhit,19,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Shravasti,3,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Unnao,30,2,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Kanpur Nagar,27,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Banda,9,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Auraiya,12,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sonbhadra,5,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Moradabad,13,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Prayagraj(Allahabad),47,2,3
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Jhansi,9,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Bulandshahar,13,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Barabanki,13,1,2
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sant Kabir Nagar,11,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Agra,39,3,2
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Maharajganj,5,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Etawah,15,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Mathura,9,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sidharthnagar,3,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Bijnor,15,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Badaun,12,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Baghpat,6,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Bareilly,23,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Chandauli,7,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Hapur,13,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Hathras,6,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Firozabad,14,1,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Ayodhya(Faizabad),16,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sambhal,4,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Shahjahanpur,10,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Muzaffarnagar,9,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Lalitpur,3,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Ghaziabad,2,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Etah,18,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Mirzapur,13,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sitapur,49,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Kanpur Dehat,18,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Pratapgarh,17,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Ghazipur,25,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Amethi,23,1,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Azamgarh,12,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sant Ravidas Nagar,4,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Hardoi,13,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Balrampur,3,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Mainpuri,4,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Kushinagar,15,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Mahoba,4,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Lakhimpur Kheri,13,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Aligarh,43,2,3
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Chitrakoot,9,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Jaunpur,23,1,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Hamirpur,5,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Varanasi,24,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Raebareli,29,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Amroha,5,0,3
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Gonda,10,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Farrukhabad,25,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Kasganj,24,0,4
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Mau,19,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Sultanpur,11,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Ballia,9,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Meerut,5,1,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Lucknow,22,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Fatehpur,28,1,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Deoria,15,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Behraich,8,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Shamli,12,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Ambedkar Nagar,6,1,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Saharanpur,25,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Kannauj,8,0,0
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Basti,12,0,1
Uttar Pradesh School Leadership Development Program,Uttar Pradesh,Jalaun,3,0,0
Vidyaa Pravesham,Andhra Pradesh,Dr. B.R. Ambedhkar Konaseema,263,36,1429
Vidyaa Pravesham,Andhra Pradesh,Prakasam,346,61,1519
Vidyaa Pravesham,Andhra Pradesh,Visakhapatnam,107,36,601
Vidyaa Pravesham,Andhra Pradesh,Nandyal,202,38,1115
Vidyaa Pravesham,Andhra Pradesh,Sps Nellore,796,136,2850
Vidyaa Pravesham,Andhra Pradesh,Sri Satyasai,376,71,822
Vidyaa Pravesham,Andhra Pradesh,Eluru,172,36,2514
Vidyaa Pravesham,Andhra Pradesh,Anakapalli,196,65,1023
Vidyaa Pravesham,Andhra Pradesh,Vizianagaram,338,65,1368
Vidyaa Pravesham,Andhra Pradesh,Bapatla,309,74,572
Vidyaa Pravesham,Andhra Pradesh,Kakinada,235,53,847
Vidyaa Pravesham,Andhra Pradesh,Annamayya,351,66,900
Vidyaa Pravesham,Andhra Pradesh,Ysr Kadapa,589,79,1744
Vidyaa Pravesham,Andhra Pradesh,West Godavari,194,49,2260
Vidyaa Pravesham,Andhra Pradesh,East Godavari,121,35,1257
Vidyaa Pravesham,Andhra Pradesh,Alluri Sita Rama Raju,382,56,523
Vidyaa Pravesham,Andhra Pradesh,Palnadu,163,31,925
Vidyaa Pravesham,Andhra Pradesh,Srikakulam,508,100,1597
Vidyaa Pravesham,Andhra Pradesh,Chittoor,226,43,1052
Vidyaa Pravesham,Andhra Pradesh,Ananthapuram,303,54,704
Vidyaa Pravesham,Andhra Pradesh,Guntur,169,43,622
Vidyaa Pravesham,Andhra Pradesh,Kurnool,159,24,800
Vidyaa Pravesham,Andhra Pradesh,Krishna,368,58,875
